"","Scenario","Threshold","Replicate","poll.robust","plant.robust","Relative.percent.forest.cover","Forest.area","Forest.cover","Weighted_connectedness","Binary_connectedness","n_pollinator_nodes","n_plant_nodes","n_nodes","n_links","sum_link_weights","largest.patch","mean.patch","SE.patch","n.patches","patch.density","mean.nnd","SE.nnd","edge.length","mean.edge.ratio","SE.edge.ratio","percent.change"
"211","scen.rest.50","1",1,0.99557219,0.64841632,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"212","scen.rest.50","2.5",1,0.91384128,0.59155967,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"213","scen.rest.50","5",1,0.58764836,0.40464399,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"214","scen.rest.50","1",2,0.99565764,0.64872025,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"215","scen.rest.50","2.5",2,0.91489657,0.59236632,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"216","scen.rest.50","5",2,0.58776419,0.40557297,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"217","scen.rest.50","1",3,0.99554443,0.64521394,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"218","scen.rest.50","2.5",3,0.91354273,0.58844263,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"219","scen.rest.50","5",3,0.58722842,0.40271794,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"220","scen.rest.50","1",4,0.99551024,0.64756227,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"221","scen.rest.50","2.5",4,0.9130835,0.59026205,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"222","scen.rest.50","5",4,0.58482734,0.40205734,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"223","scen.rest.50","1",5,0.99517105,0.64752738,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"224","scen.rest.50","2.5",5,0.91454951,0.59157361,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"225","scen.rest.50","5",5,0.58669305,0.40420641,1.5,4424,0.4424,0.400300064,0.492685719,18331,10572,28903,2226094,1245079.126,349.29,66.36,56.61504429,6,0.666666667,195.7444757,24.2243689,54720,0.021934036,0.002139765,50
"226","scen.rest.60","1",1,0.99610722,0.64481199,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"227","scen.rest.60","2.5",1,0.92214158,0.59380094,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"228","scen.rest.60","5",1,0.62024881,0.42115607,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"229","scen.rest.60","1",2,0.99529127,0.64244976,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"230","scen.rest.60","2.5",2,0.91968127,0.59073846,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"231","scen.rest.60","5",2,0.61852141,0.41910426,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"232","scen.rest.60","1",3,0.99565315,0.64439047,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"233","scen.rest.60","2.5",3,0.92053705,0.59311559,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"234","scen.rest.60","5",3,0.61986486,0.42135366,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"235","scen.rest.60","1",4,0.99603279,0.6444693,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"236","scen.rest.60","2.5",4,0.92093803,0.59292558,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"237","scen.rest.60","5",4,0.61930247,0.42041259,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"238","scen.rest.60","1",5,0.99551921,0.64517986,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"239","scen.rest.60","2.5",5,0.92036894,0.59357274,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"240","scen.rest.60","5",5,0.62315872,0.42333216,1.6,4721,0.4721,0.421208201,0.515857569,18925,11125,30050,2330791,1310111.055,367.83,70.815,59.43750823,6,0.666666667,162.1365797,27.24602554,54000,0.019423421,0.001715213,60
"241","scen.rest.70","1",1,0.99635602,0.64019043,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"242","scen.rest.70","2.5",1,0.92847358,0.59362498,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"243","scen.rest.70","5",1,0.66221605,0.4401152,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"244","scen.rest.70","1",2,0.99616611,0.63774865,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"245","scen.rest.70","2.5",2,0.9291281,0.59220529,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"246","scen.rest.70","5",2,0.66469028,0.44082133,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"247","scen.rest.70","1",3,0.99604735,0.6391718,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"248","scen.rest.70","2.5",3,0.92815077,0.59301656,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"249","scen.rest.70","5",3,0.66248282,0.44097569,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"250","scen.rest.70","1",4,0.99589453,0.63716348,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"251","scen.rest.70","2.5",4,0.92670324,0.59032252,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"252","scen.rest.70","5",4,0.66213711,0.4391069,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"253","scen.rest.70","1",5,0.99624624,0.64013525,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"254","scen.rest.70","2.5",5,0.92915947,0.59452729,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"255","scen.rest.70","5",5,0.66243127,0.441063,1.7,5014,0.5014,0.442291401,0.538889322,19535,11627,31162,2434855,1375687.491,385.29,75.21,62.05949839,6,0.666666667,143.59556,24.82061704,53700,0.018441279,0.001906287,70
"256","scen.rest.80","1",1,0.99656315,0.63431739,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"257","scen.rest.80","2.5",1,0.93628412,0.59334311,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"258","scen.rest.80","5",1,0.71470099,0.46550774,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"259","scen.rest.80","1",2,0.99618712,0.63478387,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"260","scen.rest.80","2.5",2,0.9368801,0.59478181,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"261","scen.rest.80","5",2,0.70997741,0.46378504,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"262","scen.rest.80","1",3,0.99628702,0.63648206,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"263","scen.rest.80","2.5",3,0.93750945,0.59668067,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"264","scen.rest.80","5",3,0.71553666,0.46827457,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"265","scen.rest.80","1",4,0.99627228,0.63484596,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"266","scen.rest.80","2.5",4,0.93678734,0.59475406,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"267","scen.rest.80","5",4,0.71059482,0.46408499,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"268","scen.rest.80","1",5,0.99652538,0.63512879,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"269","scen.rest.80","2.5",5,0.93542052,0.5939656,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"270","scen.rest.80","5",5,0.71181546,0.4641158,1.8,5309,0.5309,0.464369612,0.563458605,20063,12196,32259,2545866,1444358.777,401.4,79.635,64.40457441,6,0.666666667,109.7948447,18.68203459,54480,0.017117068,0.001729936,80
"271","scen.rest.90","1",1,0.99669757,0.63241693,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"272","scen.rest.90","2.5",1,0.94291635,0.59643927,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"273","scen.rest.90","5",1,0.75370453,0.48587753,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"274","scen.rest.90","1",2,0.99656228,0.63085639,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"275","scen.rest.90","2.5",2,0.942961,0.59505037,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"276","scen.rest.90","5",2,0.75169103,0.48371139,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"277","scen.rest.90","1",3,0.99670556,0.63237018,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"278","scen.rest.90","2.5",3,0.94491368,0.59742067,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"279","scen.rest.90","5",3,0.75005654,0.48368814,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"280","scen.rest.90","1",4,0.99711123,0.63253095,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"281","scen.rest.90","2.5",4,0.94270814,0.59603775,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"282","scen.rest.90","5",4,0.7518167,0.48445785,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"283","scen.rest.90","1",5,0.99679875,0.63075893,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"284","scen.rest.90","2.5",5,0.94246284,0.59461041,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"285","scen.rest.90","5",5,0.75200272,0.48394335,1.9,5604,0.5604,0.488972102,0.590148162,20567,12718,33285,2666457,1520881.489,451.35,126.09,108.4583337,4,0.444444444,90.92329219,17.86947991,54540,0.014357143,0.001813121,90
"286","scen.rest.100","1",1,0.99777812,0.62840585,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"287","scen.rest.100","2.5",1,0.94997243,0.59644791,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"288","scen.rest.100","5",1,0.78246993,0.49837282,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"289","scen.rest.100","1",2,0.99701339,0.62747906,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"290","scen.rest.100","2.5",2,0.95096773,0.59663019,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"291","scen.rest.100","5",2,0.78199391,0.49741353,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"292","scen.rest.100","1",3,0.99727417,0.62785257,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"293","scen.rest.100","2.5",3,0.95071512,0.59693696,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"294","scen.rest.100","5",3,0.78465953,0.49977651,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"295","scen.rest.100","1",4,0.99751426,0.62836979,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"296","scen.rest.100","2.5",4,0.94941708,0.59651764,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"297","scen.rest.100","5",4,0.78437421,0.50025541,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"298","scen.rest.100","1",5,0.99746175,0.62856843,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"299","scen.rest.100","2.5",5,0.94795818,0.59576377,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"300","scen.rest.100","5",5,0.78187407,0.49879875,2,5899,0.5899,0.512670885,0.613322226,21207,13300,34507,2771164,1594593.342,495.72,176.97,159.4271893,3,0.333333333,101.2310563,11.23105626,53880,0.013778784,0.002269401,100
"301","starting_landscape","1",1,0.99414742,0.66122161,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"302","starting_landscape","2.5",1,0.88609009,0.58216706,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"303","starting_landscape","5",1,0.42595489,0.31529436,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"304","starting_landscape","1",2,0.99443822,0.66093092,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"305","starting_landscape","2.5",2,0.88640999,0.58168284,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"306","starting_landscape","5",2,0.42285559,0.31322523,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"307","starting_landscape","1",3,0.99430179,0.66159466,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"308","starting_landscape","2.5",3,0.88519282,0.58192863,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"309","starting_landscape","5",3,0.42546283,0.31545396,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"310","starting_landscape","1",4,0.99432704,0.66126104,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"311","starting_landscape","2.5",4,0.88594477,0.58188209,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"312","starting_landscape","5",4,0.42634352,0.31548108,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"313","starting_landscape","1",5,0.99453557,0.66048066,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"314","starting_landscape","2.5",5,0.88670918,0.58209767,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
"315","starting_landscape","5",5,0.42735068,0.31497518,1,2950,0.295,0.305231516,0.391989083,15882,7587,23469,1771118,949381.2851,125.19,11.0625,6.086124878,24,2.666666667,113.0338002,18.77887344,50760,0.059910522,0.006068632,0
